Unnamed: 0,G_x,G_y,G_z,X,Y,Z,azimuth,beta,dip,formation,index,kappa,n_points,polarity
0,0.0631602263144,-0.00693149200055,0.9979793285590001,782140.0746111111,6347908.678333333,338.93438750000007,96.0,0.0,3.642995540703677,Carboniferous,22.0,100000.0,18.0,1
1,0.090449194172,0.144845444015,0.9853114942100001,782024.623,6348805.6685,463.4848585,32.0,0.0,9.832398496949013,Carboniferous,40.0,100000.0,6.0,1
2,0.316693267711,-0.131853890172,0.9393188627050001,786595.5775,6345893.498,359.0839065,113.0,0.0,20.062518869878012,Carboniferous,48.0,100000.0,4.0,1
3,0.0372745535324,0.00710682144969,0.999279791024,785990.322714,6350189.0099260025,695.306224,79.0,0.0,2.174667998490179,Carboniferous,53.0,100000.0,1.0,1
4,0.252330980167,-0.16003872009099998,0.954314772242,780315.2220000002,6350159.2818,411.2742646,122.0,0.0,17.38573102085562,Carboniferous,60.0,100000.0,5.0,1
5,0.0771063545152,0.122697049637,0.989444310764,780857.1685555556,6348659.794777777,309.8883189999999,32.0,0.0,8.33227687507253,Carboniferous,63.0,100000.0,9.0,1
6,-0.5416752204190001,-0.454519477671,0.707106781188,784161.767,6350283.949,334.509462,230.0,0.0,44.99999999991897,Carboniferous,64.0,100000.0,1.0,1
7,-0.219846310392,-0.26200263022799997,0.9396926207870001,784213.444715,6351593.650478,471.975305,220.0,0.0,19.99999999983248,Carboniferous,67.0,100000.0,1.0,1
8,0.290049531395,0.181243062705,0.9396926207870001,782120.079,6349777.432,441.316831,58.0,0.0,19.99999999983248,Carboniferous,73.0,100000.0,1.0,1
9,0.509352976954,0.08537413366010001,0.8563123274660001,789847.876977,6350166.77925325,294.4789662500001,80.0,0.0,31.094981130312227,Carboniferous,78.0,100000.0,4.0,1
10,0.643434376475,-0.463807145529,0.608995184649,786913.1469999999,6348282.5260000015,340.82830099999995,126.0,0.0,52.483116317162285,Carboniferous,80.0,100000.0,2.0,1
11,0.399704080611,-0.024349487553,0.91632076829,787106.4433333335,6349103.508666667,476.42022099999997,93.0,0.0,23.60600454929677,Carboniferous,82.0,100000.0,3.0,1
12,0.144543958454,-0.39713126196599996,0.906307787038,785209.431,6348110.057999997,378.87158700000003,160.0,0.0,24.99999999986444,Carboniferous,84.0,100000.0,1.0,1
13,0.515293778452,-0.19288078202700001,0.835026541981,786255.754491,6347700.0675125,354.5144165000001,111.0,0.0,33.381397972948086,Carboniferous,86.0,100000.0,2.0,1
14,0.763129412739,0.0667651724188,0.642787609688,786072.5279999998,6346911.516,375.10193300000003,85.0,0.0,49.999999999925215,Carboniferous,89.0,100000.0,1.0,1
15,0.142187329356,-0.162646940698,0.976385546827,787446.2036604001,6350488.879261,265.7356778,139.0,0.0,12.4762749389387,Carboniferous,92.0,100000.0,4.0,1
16,0.219846310394,0.26200263023000003,0.9396926207870001,780976.713,6350305.958,518.107528,40.0,0.0,19.99999999983248,Carboniferous,101.0,100000.0,1.0,1
17,0.37343316664899995,0.133505672367,0.9179999485250001,779866.6746666665,6352169.492000001,547.4862006666667,70.0,0.0,23.364582436214217,Carboniferous,104.0,100000.0,3.0,1
18,0.286788218177,0.40957602214500005,0.866025403785,782582.3692875,6352002.853841,502.59141300000016,35.0,0.0,29.999999999885407,Carboniferous,105.0,100000.0,2.0,1
19,0.706676030841,-0.0246776707773,0.707106781187,779641.0695000001,6349444.536,276.8031695,92.0,0.0,44.99999999999857,Carboniferous,107.0,100000.0,2.0,1
20,0.19617469497,0.280166499594,0.9396926207870001,783438.8559999998,6351159.14,383.625108,35.0,0.0,19.99999999983248,Carboniferous,112.0,100000.0,1.0,1
21,0.26200263023000003,-0.219846310392,0.9396926207870001,783669.229285,6348762.708254,413.013233,130.0,0.0,19.99999999983248,Carboniferous,117.0,100000.0,1.0,1
22,0.33869162680299997,-0.0476000039364,0.9396926207870001,781755.196,6349212.71,340.930849,98.0,0.0,19.99999999983248,Carboniferous,122.0,100000.0,1.0,1
23,-0.13164843012900002,0.023725218934999997,0.9910125149719999,782153.7565,6349337.887999999,446.10928650000005,280.0,0.0,7.687453917430937,Carboniferous,123.0,100000.0,2.0,1
24,-0.0372930974716,-0.33976234463699995,0.9397716605900001,791034.0380349999,6350590.660307,406.8030326666666,186.0,0.0,19.986754915155412,Carboniferous,125.0,100000.0,3.0,1
25,0.274739533455,0.0999970123545,0.956304755963,790509.748762,6349703.906821501,295.6579785,70.0,0.0,17.00000000005327,Carboniferous,127.0,100000.0,2.0,1
26,0.452547508549,0.0362704982488,0.8910023588429999,789170.3213333334,6348864.031,232.65345699999997,85.0,0.0,27.000525681883968,Carboniferous,128.0,100000.0,3.0,1
27,-0.157888556686,-0.160231646429,0.974370064786,788818.373,6349048.211,233.209967,225.0,0.0,12.9999999997453,Carboniferous,129.0,100000.0,1.0,1
28,0.107825562886,-0.261317191298,0.959211641673,789722.1572499998,6349649.631874999,235.692782125,158.0,0.0,16.42075372073978,Carboniferous,131.0,100000.0,8.0,1
29,0.116977778442,-0.32139380484200003,0.9396926207870001,787100.326973,6348600.445533997,388.700127,160.0,0.0,19.99999999983248,Carboniferous,134.0,100000.0,1.0,1
30,-0.163175911166,0.059391174614900004,0.984807753013,787357.2389989998,6349360.034379,384.076278,290.0,0.0,9.999999999670068,Carboniferous,135.0,100000.0,1.0,1
31,-0.11400393015999999,-0.0798264112836,0.990268068743,785603.48,6347298.0529999975,393.13748,235.0,0.0,7.999999999588303,Carboniferous,140.0,100000.0,1.0,1
32,0.167731259498,-0.0449434555265,0.984807753013,786171.035,6346601.475,342.335348,105.0,0.0,9.999999999670068,Carboniferous,142.0,100000.0,1.0,1
33,0.802964772034,-0.46359192728200005,0.37460659341700003,787255.782,6349980.968999999,294.674648,120.0,0.0,67.99999999995572,Carboniferous,143.0,100000.0,2.0,1
34,0.816034923453,0.0713938048443,0.5735764363520001,787191.754655,6349883.326372,311.461319,85.0,0.0,54.99999999993007,Carboniferous,144.0,100000.0,1.0,1
35,0.8232772324492091,-0.14400940557170475,0.5490682012625165,786408.6085000002,6351081.317499999,295.244208,100.0,0.0,56.696888857402364,Carboniferous,147.0,100000.0,2.0,1
36,-0.0743550784626,-0.018827155330599997,0.9970540910760001,786750.972787,6351931.005312,15.771346,256.0,0.0,4.3989999992530135,Carboniferous,152.0,100000.0,1.0,1
37,0.524550656152,-0.0514443565336,0.84982356246,786449.052,6351593.01925,269.43893975000003,96.0,0.0,31.80751575093777,Carboniferous,153.0,100000.0,4.0,1
38,0.427843550553,0.257164331177,0.8664966260870001,785134.1456666664,6352966.1570000015,493.38518433333337,59.0,0.0,29.94595774938376,Carboniferous,157.0,100000.0,3.0,1
39,-0.08808473540410001,0.0840118172759,0.9925638991760001,779851.0920000001,6350709.918,436.776637,314.0,0.0,6.991651201821173,Carboniferous,158.0,100000.0,2.0,1
40,0.238065564607,0.015215974825299999,0.9711298888709999,779689.3465,6350680.6505,419.2220365,86.0,0.0,13.80105468875546,Carboniferous,159.0,100000.0,2.0,1
41,0.0754790873062,0.0435778713748,0.9961946980930001,781903.9615,6350335.712000001,466.0843025,60.0,0.0,4.999999999342611,Carboniferous,162.0,100000.0,2.0,1
42,0.409150397287,-0.319944768546,0.8545357204240001,780966.8439999998,6351789.105,551.89068,128.0,0.0,31.29151903099539,Carboniferous,164.0,100000.0,2.0,1
43,-0.0125890674601,-0.0417203720965,0.999050011727,780593.3809999999,6351990.9715,555.566182,197.0,0.0,2.497647467234192,Carboniferous,165.0,100000.0,2.0,1
44,-0.114408925067,-0.10668804861400001,0.987688340596,782253.795,6352873.49,547.15273,227.0,0.0,8.999999999633731,Carboniferous,167.0,100000.0,1.0,1
45,0.4077942797139542,0.11040977354227306,0.9063738231761336,780038.5995,6349684.5605000025,359.5073455,75.0,0.0,24.991045757887637,Carboniferous,168.0,100000.0,2.0,1
46,0.347730222842,0.106931891094,0.931476925527,779716.0451999998,6348530.4092,231.492889,73.0,0.0,21.333776426569386,Carboniferous,169.0,100000.0,5.0,1
47,0.029809019627200003,0.08189960832010001,0.9961946980930001,780271.777,6348464.79,210.88620699999998,20.0,0.0,4.999999999342611,Carboniferous,170.0,100000.0,1.0,1
48,0.2625369215666539,-0.01011268785455423,0.9648689539821772,780089.9365000002,6349101.3455,319.6465310000001,92.0,0.0,15.232208467517662,Carboniferous,171.0,100000.0,2.0,1
49,0.136836631347,0.7760390996100001,0.615661475327,783214.848,6351613.938999997,450.87790099999995,10.0,0.0,51.999999999927304,Carboniferous,175.0,100000.0,1.0,1
50,-0.4872427424287011,-0.2802961207444635,0.8270602122253032,783514.9335,6352534.4070000015,421.195287,240.0,0.0,34.202075543305945,Carboniferous,176.0,100000.0,2.0,1
51,-0.405536980616,-0.09257504986710001,0.909378698615,783040.830071,6348997.735194333,440.5148146666667,257.0,0.0,24.58036700422606,Carboniferous,177.0,100000.0,3.0,1
52,-0.94479258816,0.170222100303,0.279984645877,783110.3284858002,6349061.0898790015,445.4373544,280.0,0.0,73.74071167124228,Carboniferous,178.0,100000.0,5.0,1
53,-0.341022207132198,-0.061394699647130575,0.9380482637358928,784919.8705000002,6348354.831000001,402.252793,260.0,0.0,20.27367073557498,Carboniferous,183.0,100000.0,2.0,1
54,-0.08615690542841987,0.13469990538183066,0.9871336906099012,791523.5248380002,6350505.446088999,356.19904,327.0,0.0,9.20092255092553,Carboniferous,186.0,100000.0,2.0,1
55,-0.026379452015400002,-0.20334873442,0.978750947239,790565.3428782858,6348942.229091572,250.68072628571431,187.0,0.0,11.832580290661259,Carboniferous,188.0,100000.0,7.0,1
56,0.5740229374809461,0.03008326741175566,0.8182864194568908,789835.4406666666,6348610.426666668,326.58763733333336,87.0,0.0,35.086376168366286,Carboniferous,189.0,100000.0,2.0,1
57,0.4853776449598569,-0.2831007624865167,0.8272016078639935,786896.5298009998,6348549.598575997,357.0916375000001,120.0,0.0,34.187660526609996,Carboniferous,191.0,100000.0,2.0,1
58,0.3499361941626868,0.12736635856830006,0.9280746040701608,787312.7660000002,6349160.8125,458.350171,70.0,0.0,21.863357160434237,Carboniferous,192.0,100000.0,2.0,1
